,predus,ispred,dockpred,annotated,rfscore
11_1OFU.A,0.0,0.26,0.13015,0.0,0.0
12_1OFU.A,0.0,0.0,0.04483,0.0,0.0
13_1OFU.A,0.0,0.51,0.022019999999999998,0.0,0.2
14_1OFU.A,0.0,0.0,0.00283,0.0,0.0
15_1OFU.A,0.0,0.0,0.006370000000000001,0.0,0.0
16_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
17_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
18_1OFU.A,0.0,0.0,0.0008,0.0,0.0
19_1OFU.A,0.0,0.0,0.00946,0.0,0.33333333333333337
20_1OFU.A,0.0,0.0,0.07268,0.0,0.0
21_1OFU.A,0.0,0.55,0.29584,0.0,0.0
22_1OFU.A,0.0,0.21,0.24491999999999997,0.0,0.7
23_1OFU.A,0.0,0.0,0.015030000000000002,0.0,0.0
24_1OFU.A,0.0,0.0,0.04173,0.0,0.0
25_1OFU.A,0.0,0.43,0.35579,0.0,0.2
26_1OFU.A,0.0,0.0,0.00398,0.0,0.0
27_1OFU.A,0.0,0.0,0.00018,0.0,0.0
28_1OFU.A,0.0,0.0,0.06446,0.0,0.0
29_1OFU.A,0.0,0.37,0.03961,0.0,0.0
30_1OFU.A,0.0,0.0,0.00309,0.0,0.0
31_1OFU.A,0.0,0.06,0.019809999999999998,0.0,0.0
32_1OFU.A,0.0,0.05,0.11362,0.0,0.0
33_1OFU.A,0.0,0.04,0.03254,0.0,0.0
34_1OFU.A,0.0,0.03,0.01813,0.0,0.0
35_1OFU.A,0.0,0.0,0.00725,0.0,0.0
36_1OFU.A,0.0,0.02,0.03705,0.0,0.0
37_1OFU.A,0.0,0.26,0.01945,0.0,0.3
38_1OFU.A,0.0,0.0,0.009729999999999999,0.0,0.0
39_1OFU.A,0.0,0.24,0.02025,0.0,0.0
40_1OFU.A,0.0,0.0,0.00955,0.0,0.0
41_1OFU.A,0.0,0.0,0.0008,0.0,0.0
42_1OFU.A,0.0,0.0,0.006540000000000001,0.0,0.0
43_1OFU.A,0.0,0.0,0.00141,0.0,0.0
44_1OFU.A,0.0,0.0,0.09655,0.0,0.0
45_1OFU.A,0.0,0.0,0.017240000000000002,0.0,0.0
46_1OFU.A,0.0,0.87,0.31556,0.0,0.0
47_1OFU.A,0.0,0.18,0.02661,0.0,0.0
48_1OFU.A,0.0,0.67,0.30115,0.0,0.0
49_1OFU.A,0.0,0.36,0.20168,0.0,1.0
50_1OFU.A,0.0,0.0,0.04456,0.0,0.0
51_1OFU.A,0.0,0.45,0.14881,0.0,0.0
52_1OFU.A,0.0,0.47,0.145,0.0,0.0
53_1OFU.A,0.0,0.41,0.10203,0.0,0.6
54_1OFU.A,0.0,0.18,0.04297,0.0,0.0
55_1OFU.A,0.0,0.0,0.02661,0.0,0.0
56_1OFU.A,0.0,0.45,0.06118,0.0,0.0
57_1OFU.A,0.0,0.16,0.02962,0.0,0.0
58_1OFU.A,0.0,0.07,0.0397,0.0,0.0
59_1OFU.A,0.0,0.0,0.012819999999999998,0.0,0.0
60_1OFU.A,0.0,0.12,0.031389999999999994,0.0,0.0
61_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
62_1OFU.A,0.0,0.0,9e-05,0.0,0.0
63_1OFU.A,0.0,0.03,0.02219,0.0,0.0
64_1OFU.A,0.0,0.2,0.0214,0.0,0.0
65_1OFU.A,0.0,0.23,0.02617,0.0,0.0
66_1OFU.A,0.0,0.0,0.02997,0.0,0.0
67_1OFU.A,0.0,0.51,0.053579999999999996,0.0,0.0
68_1OFU.A,0.0,0.0,0.055970000000000006,0.0,0.0
69_1OFU.A,0.0,0.94,0.25172,0.0,0.1
70_1OFU.A,0.0,0.0,0.14712999999999998,0.0,0.0
71_1OFU.A,0.0,0.69,0.23722,0.0,0.6
72_1OFU.A,0.0,0.96,0.31317,0.0,0.4
73_1OFU.A,0.0,0.58,0.29646,0.0,0.0
74_1OFU.A,0.0,0.08,0.08444,0.0,0.0
75_1OFU.A,0.0,0.05,0.01441,0.0,0.0
76_1OFU.A,0.0,0.07,0.017419999999999998,0.0,0.0
77_1OFU.A,0.0,0.08,0.03298,0.0,0.0
78_1OFU.A,0.0,0.0,0.00053,0.0,0.0
79_1OFU.A,0.0,0.07,0.00663,0.0,0.0
80_1OFU.A,0.0,0.08,0.01238,0.0,0.0
81_1OFU.A,0.0,0.0,0.00018,0.0,0.0
82_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
83_1OFU.A,0.0,0.07,0.00805,0.0,0.0
84_1OFU.A,0.0,0.1,0.01592,0.0,0.0
85_1OFU.A,0.0,0.0,0.0061,0.0,0.0
86_1OFU.A,0.0,0.09,0.00601,0.0,0.0
87_1OFU.A,0.0,0.11,0.02502,0.0,0.0
88_1OFU.A,0.0,0.04,0.03227,0.0,1.0
89_1OFU.A,0.0,0.0,9e-05,0.0,0.0
90_1OFU.A,0.0,0.03,0.0084,0.0,0.0
91_1OFU.A,0.0,0.02,0.03599,0.0,0.0
92_1OFU.A,0.0,0.01,0.0092,0.0,0.0
93_1OFU.A,0.0,0.0,0.00256,0.0,0.0
94_1OFU.A,0.0,0.02,0.03758,0.0,0.0
95_1OFU.A,0.0,0.06,0.03192,0.0,0.0
96_1OFU.A,0.0,0.0,0.02343,0.0,0.0
97_1OFU.A,0.0,0.05,0.04987,0.0,0.0
98_1OFU.A,0.0,0.0,0.00062,0.0,0.02127659574468085
99_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
100_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
101_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
102_1OFU.A,0.0,0.0,0.00018,0.0,0.0
103_1OFU.A,0.0,0.0,0.01026,0.0,0.0
104_1OFU.A,0.0,0.11,0.05782,0.0,0.0
105_1OFU.A,0.0,0.0,0.02387,0.0,0.0
106_1OFU.A,0.0,0.0,0.04412,0.0,1.0
107_1OFU.A,0.0,0.0,0.10999,0.0,1.0
108_1OFU.A,0.0,0.0,0.05836,0.0,0.0
109_1OFU.A,0.0,0.0,0.06242,0.0,0.0
110_1OFU.A,0.0,0.0,0.02095,0.0,0.0
111_1OFU.A,0.0,0.0,0.00336,0.0,0.0
112_1OFU.A,0.0,0.0,9e-05,0.0,0.0
113_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
114_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
115_1OFU.A,0.0,0.0,0.00044,0.0,0.018867924528301886
116_1OFU.A,0.0,0.0,0.00027,0.0,0.0
117_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
118_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
119_1OFU.A,0.0,0.05,0.00389,0.0,0.0
120_1OFU.A,0.0,0.0,0.0007099999999999999,0.0,0.0
121_1OFU.A,0.0,0.0,0.00018,0.0,0.0
122_1OFU.A,0.0,0.02,0.01468,0.0,0.0
123_1OFU.A,0.0,0.05,0.02396,0.0,0.0
124_1OFU.A,0.0,0.03,0.031030000000000002,0.0,0.0
125_1OFU.A,0.0,0.16,0.03395,0.0,0.0
126_1OFU.A,0.0,0.0,0.023780000000000003,0.0,0.0
127_1OFU.A,0.0,0.0,0.01247,0.0,0.0
128_1OFU.A,0.0,0.0,0.00018,0.0,0.0
129_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
130_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
131_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
132_1OFU.A,0.0,0.0,9e-05,0.0,0.0
133_1OFU.A,0.0,0.0,0.02361,0.0,0.0
134_1OFU.A,0.0,0.08,0.06454,0.0,0.0
135_1OFU.A,0.0,0.0,0.03961,0.0,0.0
136_1OFU.A,0.0,0.0,0.22149000000000002,0.0,0.0
137_1OFU.A,0.317,0.07,0.47373999999999994,0.0,0.3
138_1OFU.A,0.44799999999999995,0.85,0.99054,0.0,0.2
139_1OFU.A,0.41600000000000004,0.88,0.7044199999999999,0.0,0.8
140_1OFU.A,0.41600000000000004,0.44,0.41088,0.0,0.7
141_1OFU.A,0.317,0.28,0.31361999999999995,0.0,0.4
142_1OFU.A,0.0,0.15,0.21963000000000002,0.0,0.7
143_1OFU.A,0.317,0.05,0.49072,0.0,0.1
144_1OFU.A,0.128,0.04,0.07577,0.0,0.0
145_1OFU.A,0.0,0.05,0.0733,0.0,0.0
146_1OFU.A,0.0,0.0,0.035460000000000005,0.0,0.0
147_1OFU.A,0.0,0.0,0.00035,0.0,0.0
148_1OFU.A,0.0,0.04,0.06437000000000001,0.0,0.0
149_1OFU.A,0.0,0.02,0.022369999999999998,0.0,0.0
150_1OFU.A,0.0,0.0,0.00053,0.0,0.0
151_1OFU.A,0.0,0.0,0.0183,0.0,0.0
152_1OFU.A,0.0,0.02,0.043769999999999996,0.0,0.9
153_1OFU.A,0.0,0.02,0.00115,0.0,0.0
154_1OFU.A,0.0,0.0,9e-05,0.0,0.0
155_1OFU.A,0.0,0.03,0.022019999999999998,0.0,0.0
156_1OFU.A,0.0,0.07,0.02361,0.0,0.0
157_1OFU.A,0.0,0.0,0.00141,0.0,0.0
158_1OFU.A,0.0,0.0,0.0041600000000000005,0.0,0.0
159_1OFU.A,0.0,0.0,0.013000000000000001,0.0,0.0
160_1OFU.A,0.0,0.0,0.00027,0.0,0.0
161_1OFU.A,0.0,0.0,0.00424,0.0,0.0
162_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
163_1OFU.A,0.0,0.0,0.01821,0.0,0.0
164_1OFU.A,0.0,0.0,0.0007099999999999999,0.0,0.0
165_1OFU.A,0.0,0.19,0.016980000000000002,0.0,0.0
166_1OFU.A,0.0,0.0,0.029089999999999998,0.0,0.0
167_1OFU.A,0.0,0.23,0.24315,0.0,0.8
168_1OFU.A,0.0,0.0,0.03669,0.0,0.0
169_1OFU.A,0.0,0.0,0.00292,0.0,0.0
170_1OFU.A,0.039,0.69,0.387,0.0,0.4
171_1OFU.A,0.039,0.2,0.10309000000000001,0.0,0.1
172_1OFU.A,0.039,0.42,0.016,0.0,0.3
173_1OFU.A,0.039,0.87,0.029889999999999996,0.0,0.0
174_1OFU.A,0.039,0.29,0.19089,0.0,0.2
175_1OFU.A,0.039,0.66,0.26419000000000004,0.0,0.0
176_1OFU.A,0.024,0.73,0.07843,0.0,0.1
177_1OFU.A,0.084,0.88,0.40973000000000004,0.0,0.3
178_1OFU.A,0.214,0.92,0.60654,0.0,0.9
179_1OFU.A,1.0,0.99,1.0,0.0,1.0
180_1OFU.A,0.531,0.93,0.6463300000000001,0.0,0.7
181_1OFU.A,0.084,0.96,0.05376,0.0,0.1
182_1OFU.A,0.0,0.0,0.19655,0.0,0.5
183_1OFU.A,0.76,0.82,0.66578,0.0,0.7
184_1OFU.A,0.28,0.44,0.06826,0.0,0.4
185_1OFU.A,0.024,0.1,0.0076,0.0,0.0
186_1OFU.A,0.0,0.0,0.01202,0.0,0.0
187_1OFU.A,0.0,0.1,0.11599999999999999,0.0,0.0
188_1OFU.A,0.0,0.26,0.0092,0.0,0.0
189_1OFU.A,0.0,0.0,0.00044,0.0,0.018867924528301886
190_1OFU.A,0.0,0.0,0.00141,0.0,0.0
191_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
192_1OFU.A,0.0,0.0,0.00035,0.0,0.0
193_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
194_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
195_1OFU.A,0.0,0.39,0.00301,0.0,0.0
196_1OFU.A,0.0,0.0,0.00018,0.0,0.0
197_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
198_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
199_1OFU.A,0.0,0.0,0.00088,0.0,0.0
200_1OFU.A,0.0,0.0,0.01229,0.0,0.0
201_1OFU.A,0.0,0.0,0.05243,0.0,0.0
202_1OFU.A,0.0,0.75,0.10141,0.0,0.0
203_1OFU.A,0.0,0.62,0.15774000000000002,0.0,0.0
204_1OFU.A,0.0,0.74,0.29629,0.0,0.0
205_1OFU.A,0.0,0.51,0.53484,1.0,0.0
206_1OFU.A,0.0,0.98,0.66676,1.0,1.0
207_1OFU.A,0.0,0.98,0.67286,1.0,1.0
208_1OFU.A,0.0,0.97,0.38911999999999997,1.0,1.0
209_1OFU.A,0.0,0.0,0.10575,0.0,1.0
210_1OFU.A,0.0,0.87,0.19363,1.0,0.0
211_1OFU.A,0.0,0.72,0.06914,0.0,0.0
212_1OFU.A,0.0,0.68,0.06331,0.0,0.0
213_1OFU.A,0.0,0.84,0.11317,0.0,0.2
214_1OFU.A,0.0,0.0,9e-05,0.0,0.0
215_1OFU.A,0.0,0.61,0.04465,0.0,0.0
216_1OFU.A,0.0,0.29,0.02661,0.0,0.0
217_1OFU.A,0.0,0.0,0.00053,0.0,0.0
218_1OFU.A,0.0,0.0,0.00027,0.0,0.0
219_1OFU.A,0.0,0.12,0.01963,0.0,0.0
220_1OFU.A,0.0,0.13,0.034480000000000004,0.0,0.0
221_1OFU.A,0.0,0.0,0.03324,0.0,0.0
222_1OFU.A,0.0,0.45,0.02882,0.0,0.0
223_1OFU.A,0.0,0.22,0.061360000000000005,0.0,0.0
224_1OFU.A,0.0,0.0,0.00645,0.0,0.0
225_1OFU.A,0.0,0.66,0.0351,0.0,0.0
226_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
227_1OFU.A,0.0,0.0,9e-05,0.0,0.0
228_1OFU.A,0.0,0.21,0.0038,0.0,0.0
229_1OFU.A,0.0,0.0,0.0036299999999999995,0.0,0.0
230_1OFU.A,0.0,0.17,0.00955,0.0,0.0
231_1OFU.A,0.0,0.08,0.00601,0.0,0.0
232_1OFU.A,0.0,0.15,0.01211,0.0,0.0
233_1OFU.A,0.0,0.35,0.01344,0.0,0.0
234_1OFU.A,0.0,0.31,0.026439999999999998,0.0,0.1
235_1OFU.A,0.0,0.11,0.0267,0.0,0.0
236_1OFU.A,0.0,0.0,0.01132,0.0,0.0
237_1OFU.A,0.0,0.0,0.00062,0.0,0.02127659574468085
238_1OFU.A,0.06,0.14,0.08002000000000001,0.0,0.0
239_1OFU.A,0.0,0.1,0.02317,0.0,0.0
240_1OFU.A,0.0,0.0,0.00088,0.0,0.0
241_1OFU.A,0.0,0.0,0.00035,0.0,0.0
242_1OFU.A,0.0,0.11,0.08223,0.0,0.0
243_1OFU.A,0.0,0.1,0.00716,0.0,0.0
244_1OFU.A,0.0,0.0,0.00044,0.0,0.018867924528301886
245_1OFU.A,0.0,0.0,0.08355,0.0,0.0
246_1OFU.A,0.0,0.35,0.11813,0.0,0.0
247_1OFU.A,0.0,0.0,0.01441,0.0,0.0
248_1OFU.A,0.0,0.0,0.011940000000000001,0.0,0.0
249_1OFU.A,0.0,0.0,0.0023899999999999998,0.0,0.0
250_1OFU.A,0.0,0.0,0.03961,0.0,0.0
251_1OFU.A,0.0,0.94,0.11706,0.0,0.8
252_1OFU.A,0.0,0.96,0.1137,0.0,1.0
253_1OFU.A,0.0,0.0,0.10177,0.0,0.0
254_1OFU.A,0.0,0.78,0.15279,0.0,0.1
255_1OFU.A,0.0,0.0,0.07966000000000001,0.0,0.0
256_1OFU.A,0.0,0.6,0.14854,0.0,0.0
257_1OFU.A,0.0,0.95,0.06065,0.0,0.2
258_1OFU.A,0.0,0.0,0.01468,0.0,0.0
259_1OFU.A,0.0,0.74,0.04863,0.0,0.4
260_1OFU.A,0.0,0.0,0.00018,0.0,0.0
261_1OFU.A,0.0,0.0,0.00018,0.0,0.0
262_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
263_1OFU.A,0.0,0.0,0.00018,0.0,0.0
264_1OFU.A,0.0,0.0,0.00018,0.0,0.0
265_1OFU.A,0.0,0.0,0.00088,0.0,0.0
266_1OFU.A,0.0,0.0,0.0007099999999999999,0.0,0.0
267_1OFU.A,0.0,0.0,0.004070000000000001,0.0,0.0
268_1OFU.A,0.0,0.0,0.07135,0.0,0.0
269_1OFU.A,0.317,0.57,0.36101,1.0,0.1
270_1OFU.A,0.616,0.34,0.16039,1.0,0.7
271_1OFU.A,0.46799999999999997,0.07,0.36304000000000003,1.0,0.3
272_1OFU.A,0.698,0.07,0.32387,1.0,0.2
273_1OFU.A,0.698,0.98,0.58665,1.0,0.4
274_1OFU.A,0.212,0.43,0.14553,0.0,0.3
275_1OFU.A,0.455,0.0,0.02343,0.0,0.0
276_1OFU.A,0.46799999999999997,0.87,0.43518999999999997,1.0,0.8
277_1OFU.A,0.616,0.54,0.23289,0.0,0.3
278_1OFU.A,0.039,0.66,0.0481,0.0,0.1
279_1OFU.A,0.0,0.0,0.00159,0.0,0.0
280_1OFU.A,0.41600000000000004,0.95,0.08126,0.0,0.7
281_1OFU.A,0.215,0.94,0.1389,0.0,0.5
282_1OFU.A,0.0,0.0,0.02847,0.0,0.0
283_1OFU.A,0.0,0.0,0.00566,0.0,0.19999999999999998
284_1OFU.A,0.0,0.25,0.16932,0.0,0.0
285_1OFU.A,0.0,0.12,0.14209000000000002,0.0,0.0
286_1OFU.A,0.024,0.17,0.14324,0.0,0.0
287_1OFU.A,0.0,0.0,0.02396,0.0,0.0
288_1OFU.A,0.0,0.3,0.0389,0.0,0.0
289_1OFU.A,0.0,0.1,0.07647999999999999,0.0,0.0
290_1OFU.A,0.0,0.59,0.05491,0.0,1.0
291_1OFU.A,0.0,0.45,0.026080000000000002,0.0,0.0
292_1OFU.A,0.0,0.36,0.026260000000000002,0.0,0.4
293_1OFU.A,0.0,0.2,0.060039999999999996,0.0,0.0
294_1OFU.A,0.0,0.93,0.08842,0.0,0.0
295_1OFU.A,0.0,0.0,0.0679,0.0,0.0
296_1OFU.A,0.0,0.0,0.0046,0.0,0.0
297_1OFU.A,0.0,0.0,0.12157000000000001,0.0,0.0
298_1OFU.A,0.0,0.0,0.03669,0.0,0.0
299_1OFU.A,0.06,0.53,0.38497,0.0,0.0
300_1OFU.A,0.0,0.11,0.04483,0.0,1.0
301_1OFU.A,0.024,0.1,0.17719000000000001,0.0,0.1
302_1OFU.A,0.0,0.27,0.08382,0.0,0.0
303_1OFU.A,0.0,0.0,0.00805,0.0,0.0
304_1OFU.A,0.024,0.12,0.14014000000000001,1.0,0.0
305_1OFU.A,0.0,0.09,0.01945,0.0,0.0
306_1OFU.A,0.0,0.21,0.014769999999999998,0.0,0.0
307_1OFU.A,0.0,0.0,0.00027,0.0,0.0
308_1OFU.A,0.0,0.22,0.00663,0.0,0.0
309_1OFU.A,0.0,0.0,0.00027,0.0,0.0
310_1OFU.A,0.0,0.0,0.00035,0.0,0.0
311_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
312_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
313_1OFU.A,0.0,0.0,0.0,0.0,0.004193290734824281
314_1OFU.A,0.0,0.0,9e-05,0.0,0.0
315_1OFU.A,0.0,0.0,0.033780000000000004,0.0,0.0
316_1OFU.A,0.0,0.24,0.06782,0.0,0.0
317_1OFU.A,0.0,0.26,0.08302000000000001,0.0,0.0
1_1ONE.A,0.0,0.07,0.00505,0.0,0.0
2_1ONE.A,0.0,0.0,0.0054600000000000004,0.0,0.0
3_1ONE.A,0.0,0.06,0.02936,0.0,0.0
4_1ONE.A,0.0,0.08,0.17605,0.0,0.0
5_1ONE.A,0.0,0.0,0.031010000000000003,0.0,0.0
6_1ONE.A,0.133,0.72,0.45022,1.0,0.4
7_1ONE.A,0.0,0.0,0.15081,0.0,0.0
8_1ONE.A,0.24600000000000002,0.95,0.52047,1.0,0.8
9_1ONE.A,0.051,0.83,0.62385,0.0,0.6
10_1ONE.A,0.10800000000000001,0.95,0.47431999999999996,1.0,0.5
11_1ONE.A,0.121,0.96,1.0,1.0,0.4
12_1ONE.A,0.10800000000000001,0.0,0.1778,1.0,0.1
13_1ONE.A,0.18,0.97,0.18671,1.0,0.2
14_1ONE.A,0.122,0.98,0.32434,1.0,0.2
15_1ONE.A,0.10800000000000001,0.96,0.5695100000000001,1.0,0.2
16_1ONE.A,0.266,0.0,0.21906,1.0,0.7
17_1ONE.A,0.0,0.0,0.18949000000000002,0.0,0.0
18_1ONE.A,0.0,0.0,0.00134,0.0,0.0
19_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
20_1ONE.A,0.073,0.0,0.14875,1.0,0.0
21_1ONE.A,0.0,0.0,0.00045999999999999996,0.0,0.0
22_1ONE.A,0.16699999999999998,0.0,0.12599000000000002,0.0,0.1
23_1ONE.A,0.0,0.0,0.0030399999999999997,0.0,0.0
24_1ONE.A,0.0,0.18,0.035539999999999995,0.0,0.0
25_1ONE.A,0.0,0.0,0.008190000000000001,0.0,0.0
26_1ONE.A,0.0,0.05,0.014469999999999998,0.0,0.0
27_1ONE.A,0.0,0.02,0.02915,0.0,0.0
28_1ONE.A,0.0,0.06,0.03399,0.0,0.0
29_1ONE.A,0.0,0.11,0.07865,0.0,0.0
30_1ONE.A,0.0,0.0,0.033319999999999995,0.0,0.0
31_1ONE.A,0.126,0.96,0.19784000000000002,1.0,0.3
32_1ONE.A,0.0,0.0,0.0011300000000000001,0.0,0.0
33_1ONE.A,0.0,0.0,0.02452,0.0,0.0
34_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
35_1ONE.A,0.0,0.0,5e-05,0.0,0.0
36_1ONE.A,0.0,0.0,0.00165,0.0,0.0
37_1ONE.A,0.0,0.0,0.00448,0.0,0.0
38_1ONE.A,0.0,0.26,0.0189,0.0,0.3
39_1ONE.A,0.0,0.0,0.00659,0.0,0.0
40_1ONE.A,0.0,0.17,0.01942,0.0,0.0
41_1ONE.A,0.0,0.0,0.01004,0.0,0.0
42_1ONE.A,0.0,0.3,0.03163,0.0,0.0
43_1ONE.A,0.0,0.61,0.02138,0.0,0.0
44_1ONE.A,0.0,0.0,0.00932,0.0,0.0
45_1ONE.A,0.0,0.0,0.00474,0.0,0.0
46_1ONE.A,0.0,0.44,0.01535,0.0,0.0
47_1ONE.A,0.0,0.33,0.01035,0.0,0.0
48_1ONE.A,0.013000000000000001,0.0,0.00907,0.0,0.0
49_1ONE.A,0.051,0.36,0.01365,0.0,0.0
50_1ONE.A,0.034,0.19,0.02797,0.0,0.0
51_1ONE.A,0.20199999999999999,0.29,0.01705,0.0,0.3
52_1ONE.A,0.258,0.41,0.05769,0.0,0.0
53_1ONE.A,0.122,0.29,0.21101999999999999,0.0,0.3
54_1ONE.A,0.42700000000000005,0.96,0.4205,0.0,0.8
55_1ONE.A,0.364,0.87,0.65594,1.0,0.6
56_1ONE.A,1.0,0.97,0.9823299999999999,1.0,1.0
57_1ONE.A,0.47100000000000003,0.98,0.52681,0.0,0.1
58_1ONE.A,0.0,0.0,0.03307,0.0,0.0
59_1ONE.A,0.028999999999999998,0.4,0.08499,0.0,0.0
60_1ONE.A,0.0,0.0,0.01669,0.0,0.5
61_1ONE.A,0.0,0.0,0.0256,0.0,0.0
62_1ONE.A,0.255,0.07,0.38836,0.0,0.6
63_1ONE.A,0.016,0.02,0.03394,0.0,0.0
64_1ONE.A,0.0,0.0,0.00036,0.0,0.0
65_1ONE.A,0.034,0.0,0.15988,0.0,0.0
66_1ONE.A,0.0,0.04,0.11897999999999999,0.0,0.0
67_1ONE.A,0.013000000000000001,0.02,0.0052,0.0,0.0
68_1ONE.A,0.0,0.0,0.00062,0.0,0.02127659574468085
69_1ONE.A,0.034,0.03,0.1915,0.0,0.2
70_1ONE.A,0.034,0.02,0.11325999999999999,0.0,0.0
71_1ONE.A,0.034,0.03,0.0137,0.0,0.0
72_1ONE.A,0.0,0.0,0.00041,0.0,0.0
73_1ONE.A,0.0,0.0,0.02282,0.0,0.0
74_1ONE.A,0.0,0.24,0.03549,0.0,0.0
75_1ONE.A,0.0,0.11,0.01885,0.0,0.0
76_1ONE.A,0.0,0.0,0.00045999999999999996,0.0,0.0
77_1ONE.A,0.0,0.86,0.01865,0.0,0.5
78_1ONE.A,0.0,0.37,0.03358,0.0,0.0
79_1ONE.A,0.0,0.17,0.02045,0.0,0.0
80_1ONE.A,0.0,0.07,0.015090000000000001,0.0,0.0
81_1ONE.A,0.0,0.0,0.01149,0.0,0.0
82_1ONE.A,0.0,0.03,0.007259999999999999,0.0,0.0
83_1ONE.A,0.0,0.0,5e-05,0.0,0.0
84_1ONE.A,0.0,0.02,0.00227,0.0,0.0
85_1ONE.A,0.0,0.02,0.00968,0.0,0.0
86_1ONE.A,0.0,0.0,0.00015,0.0,0.0
87_1ONE.A,0.0,0.02,0.006640000000000001,0.0,0.0
88_1ONE.A,0.0,0.02,0.01205,0.0,0.0
89_1ONE.A,0.0,0.0,0.00062,0.0,0.02127659574468085
90_1ONE.A,0.0,0.0,0.00045999999999999996,0.0,0.0
91_1ONE.A,0.0,0.07,0.01741,0.0,0.0
92_1ONE.A,0.0,0.66,0.023180000000000003,0.0,0.0
93_1ONE.A,0.0,0.0,5e-05,0.0,0.0
94_1ONE.A,0.0,0.64,0.0068,0.0,0.0
95_1ONE.A,0.0,0.49,0.02395,0.0,0.0
96_1ONE.A,0.0,0.31,0.02107,0.0,0.0
97_1ONE.A,0.0,0.0,0.00788,0.0,0.0
98_1ONE.A,0.0,0.87,0.01499,0.0,0.1
99_1ONE.A,0.0,0.97,0.012459999999999999,0.0,1.0
100_1ONE.A,0.0,0.95,0.01138,0.0,0.0
101_1ONE.A,0.0,0.87,0.01756,0.0,0.3
102_1ONE.A,0.0,0.0,0.00057,0.0,0.0
103_1ONE.A,0.0,0.7,0.0155,0.0,0.1
104_1ONE.A,0.0,0.77,0.017509999999999998,0.0,1.0
105_1ONE.A,0.0,0.0,0.0019100000000000002,0.0,0.0
106_1ONE.A,0.0,0.0,0.00026000000000000003,0.0,0.0
107_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
108_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
109_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
110_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
111_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
112_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
113_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
114_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
115_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
116_1ONE.A,0.0,0.0,5e-05,0.0,0.0
117_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
118_1ONE.A,0.0,0.0,0.00021,0.0,0.019047619047619046
119_1ONE.A,0.0,0.25,0.03199,0.0,0.0
120_1ONE.A,0.0,0.0,0.00124,0.0,0.0
121_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
122_1ONE.A,0.0,0.0,0.00922,0.0,0.0
123_1ONE.A,0.0,0.04,0.017509999999999998,0.0,0.0
124_1ONE.A,0.0,0.02,0.00268,0.0,0.0
125_1ONE.A,0.0,0.1,0.0035,0.0,0.0
126_1ONE.A,0.0,0.05,0.01844,0.0,0.0
127_1ONE.A,0.0,0.35,0.01468,0.0,0.0
128_1ONE.A,0.0,0.24,0.01612,0.0,0.0
129_1ONE.A,0.0,0.0,0.01277,0.0,0.0
130_1ONE.A,0.0,0.0,0.01015,0.0,0.0
131_1ONE.A,0.0,0.08,0.0059700000000000005,0.0,0.0
132_1ONE.A,0.0,0.0,0.00041,0.0,0.0
133_1ONE.A,0.0,0.0,0.0,0.0,0.004193290734824281
134_1ONE.A,0.0,0.0,0.00139,0.0,0.0
135_1ONE.A,0.0,0.07,0.00355,0.0,0.0
136_1ONE.A,0.0,0.03,0.00103,0.0,0.0
