residue,predus,ispred,dockpred,rfscore,annotated
312_1BRM.A,0.0,0.0,0.092,0.0,1.0
313_1BRM.A,0.0,0.93,0.24,0.0,1.0
316_1BRM.A,0.0,0.0,0.071,0.0,1.0
317_1BRM.A,0.0,0.84,0.158,0.3,1.0
318_1BRM.A,0.0,0.94,0.114,0.1,1.0
319_1BRM.A,0.0,0.93,0.158,0.0,1.0
320_1BRM.A,0.0,0.85,0.055,0.9,1.0
322_1BRM.A,0.0,0.43,0.085,0.6,1.0
331_1BRM.A,0.0,0.89,0.213,0.0,1.0
333_1BRM.A,0.0,0.9,0.137,1.0,1.0
335_1BRM.A,0.0,0.0,0.122,0.0,1.0
336_1BRM.A,0.0,0.74,0.2,1.0,1.0
337_1BRM.A,0.0,0.52,0.276,0.0,1.0
344_1BRM.A,0.0,0.0,0.035,0.0,1.0
345_1BRM.A,0.0,0.99,0.203,0.0,1.0
207_1BUH.A,0.0,0.81,0.242,0.0,1.0
208_1BUH.A,0.0,0.84,0.137,0.0,1.0
209_1BUH.A,0.0,0.39,0.347,0.0,1.0
210_1BUH.A,0.0,0.0,0.314,0.0,1.0
213_1BUH.A,0.0,0.12,0.497,0.0,1.0
235_1BUH.A,0.0,0.01,0.172,0.0,1.0
237_1BUH.A,0.0,0.02,0.272,0.0,1.0
239_1BUH.A,0.0,0.04,0.411,1.0,1.0
240_1BUH.A,0.0,0.0,0.325,0.0,1.0
241_1BUH.A,0.0,0.09,0.478,0.0,1.0
242_1BUH.A,0.0,0.05,0.322,0.0,1.0
243_1BUH.A,0.0,0.02,0.476,0.0,1.0
814_1BVN.T,0.115,0.89,0.247,0.2,1.0
815_1BVN.T,0.397,0.97,0.583,0.7,1.0
816_1BVN.T,0.397,0.97,0.518,0.6,1.0
818_1BVN.T,0.649,0.91,1.0,0.8,1.0
819_1BVN.T,1.0,0.97,0.811,0.7,1.0
820_1BVN.T,0.433,0.95,0.584,0.4,1.0
846_1BVN.T,0.185,0.93,0.177,0.1,1.0
852_1BVN.T,0.053,0.97,0.101,0.1,1.0
853_1BVN.T,0.053,0.85,0.298,0.0,1.0
854_1BVN.T,0.087,0.97,0.138,0.3,1.0
855_1BVN.T,0.245,0.99,0.275,0.1,1.0
858_1BVN.T,0.397,0.8,0.202,0.1,1.0
859_1BVN.T,0.0,0.0,0.059,0.0,1.0
860_1BVN.T,1.0,0.93,0.826,1.0,1.0
862_1BVN.T,0.187,0.6,0.208,0.3,1.0
2_1BYF.A,0.282,0.5,0.147,0.5,1.0
3_1BYF.A,0.133,0.19,0.221,0.3,1.0
4_1BYF.A,0.08,0.87,0.275,0.3,1.0
5_1BYF.A,0.133,0.97,0.38,0.8,1.0
6_1BYF.A,0.133,0.96,0.331,0.7,1.0
7_1BYF.A,0.08,0.92,0.456,0.3,1.0
9_1BYF.A,0.0,0.92,0.252,0.0,1.0
10_1BYF.A,0.0,0.72,0.105,0.6,1.0
20_1BYF.A,0.376,0.0,0.116,0.6,1.0
24_1BYF.A,0.0,0.02,0.157,0.0,1.0
38_1BYF.A,0.0,0.85,0.238,0.0,1.0
41_1BYF.A,0.0,0.86,0.322,0.0,1.0
44_1BYF.A,0.0,0.88,0.262,0.9,1.0
45_1BYF.A,0.171,0.97,0.486,0.8,1.0
48_1BYF.A,0.286,0.95,0.32,0.7,1.0
49_1BYF.A,0.286,0.3,0.302,0.4,1.0
1_1C0F.S,0.0,0.54,0.326,0.1,1.0
2_1C0F.S,0.584,0.81,0.35,0.4,1.0
3_1C0F.S,0.0,0.71,0.471,0.0,1.0
5_1C0F.S,0.427,0.97,0.31,0.5,1.0
6_1C0F.S,0.0,0.77,0.315,0.8,1.0
7_1C0F.S,0.0,0.38,0.245,0.1,1.0
27_1C0F.S,0.562,0.99,0.966,0.8,1.0
28_1C0F.S,0.0,0.33,0.306,0.1,1.0
65_1C0F.S,0.047,0.98,0.214,0.4,1.0
73_1C0F.S,0.562,0.83,0.736,0.6,1.0
77_1C0F.S,0.0,0.96,0.464,0.1,1.0
78_1C0F.S,0.0,0.0,0.386,0.0,1.0
80_1C0F.S,0.0,0.73,0.191,0.2,1.0
81_1C0F.S,0.0,0.97,0.693,0.8,1.0
82_1C0F.S,0.0,0.0,0.414,0.0,1.0
84_1C0F.S,0.0,0.98,0.225,0.0,1.0
85_1C0F.S,0.0,0.77,0.542,0.2,1.0
87_1C0F.S,0.0,0.0,0.059,0.0,1.0
88_1C0F.S,0.0,0.96,0.24,0.3,1.0
96_1C0F.S,0.605,0.98,0.174,0.7,1.0
98_1C0F.S,0.965,0.97,0.51,0.7,1.0
127_1C0F.S,0.562,0.96,1.0,0.5,1.0
34_1CC0.A,0.106,0.98,1.0,0.667,1.0
40_1CC0.A,0.171,0.92,0.874,0.4,1.0
66_1CC0.A,1.0,0.94,0.78,1.0,1.0
68_1CC0.A,0.366,0.94,0.388,0.6,1.0
71_1CC0.A,0.12,0.78,0.133,0.0,1.0
72_1CC0.A,0.225,0.96,0.317,1.0,1.0
105_1CC0.A,0.0,0.98,0.12,0.0,1.0
106_1CC0.A,0.049,0.88,0.138,0.0,1.0
190_1CC0.A,0.0,0.0,0.028,0.0,1.0
5_1CLI.A,0.16,0.88,0.338,0.5,1.0
6_1CLI.A,0.0,0.96,0.112,1.0,1.0
7_1CLI.A,0.0,0.97,0.425,1.0,1.0
8_1CLI.A,0.16,0.88,0.213,0.2,1.0
10_1CLI.A,0.35,0.97,0.724,0.8,1.0
11_1CLI.A,0.377,0.9,0.456,0.7,1.0
14_1CLI.A,0.202,0.92,0.161,0.3,1.0
20_1CLI.A,0.0,0.85,0.068,0.0,1.0
39_1CLI.A,0.0,0.98,0.102,0.1,1.0
43_1CLI.A,0.0,0.79,0.052,1.0,1.0
45_1CLI.A,0.0,0.79,0.055,0.8,1.0
46_1CLI.A,0.0,0.96,0.035,0.0,1.0
47_1CLI.A,0.16,0.95,0.017,0.3,1.0
48_1CLI.A,0.0,0.96,0.06,0.0,1.0
49_1CLI.A,0.0,0.97,0.007,0.0,1.0
51_1CLI.A,0.0,0.97,0.045,0.0,1.0
59_1CLI.A,0.0,0.96,0.001,0.0,1.0
60_1CLI.A,0.0,0.97,0.003,0.0,1.0
61_1CLI.A,0.0,0.0,0.0,0.0,1.0
62_1CLI.A,0.0,0.97,0.003,0.1,1.0
63_1CLI.A,0.16,0.97,0.001,0.3,1.0
64_1CLI.A,0.285,0.96,0.002,1.0,1.0
66_1CLI.A,0.121,0.96,0.0,0.4,1.0
72_1CLI.A,0.0,0.8,0.033,0.0,1.0
94_1CLI.A,0.0,0.19,0.001,0.0,1.0
98_1CLI.A,0.0,0.92,0.003,0.0,1.0
104_1CLI.A,0.16,0.95,0.004,0.4,1.0
106_1CLI.A,0.265,0.98,0.003,0.9,1.0
107_1CLI.A,0.0,0.0,0.0,0.0,1.0
108_1CLI.A,0.569,0.91,0.002,0.6,1.0
110_1CLI.A,0.0,0.0,0.001,0.0,1.0
141_1CLI.A,0.35,0.97,0.004,0.7,1.0
145_1CLI.A,0.445,0.96,0.006,0.6,1.0
147_1CLI.A,0.282,0.9,0.092,0.6,1.0
148_1CLI.A,0.258,0.96,0.039,0.4,1.0
149_1CLI.A,0.122,0.93,0.07,0.0,1.0
150_1CLI.A,0.159,0.72,0.14,0.4,1.0
154_1CLI.A,0.121,0.0,0.001,0.0,1.0
155_1CLI.A,0.285,0.91,0.002,0.8,1.0
157_1CLI.A,0.265,0.93,0.001,0.6,1.0
159_1CLI.A,0.265,0.93,0.004,0.5,1.0
259_1CLI.A,0.0,0.47,0.01,0.0,1.0
19_1CMB.A,0.282,0.11,0.193,0.0,1.0
20_1CMB.A,0.0,0.12,0.175,0.0,1.0
21_1CMB.A,0.472,0.95,0.091,0.8,1.0
22_1CMB.A,0.472,0.99,0.389,0.8,1.0
23_1CMB.A,0.621,0.96,0.115,0.1,1.0
24_1CMB.A,0.472,0.86,0.571,0.7,1.0
25_1CMB.A,0.78,0.93,0.349,0.4,1.0
26_1CMB.A,0.986,0.97,0.485,0.5,1.0
27_1CMB.A,0.621,0.8,0.48,0.3,1.0
28_1CMB.A,0.282,0.98,0.244,0.3,1.0
30_1CMB.A,0.22,0.97,0.056,0.3,1.0
35_1CMB.A,0.472,0.97,0.085,0.5,1.0
36_1CMB.A,0.282,0.0,0.05,0.0,1.0
54_1CMB.A,0.472,0.95,0.045,0.1,1.0
61_1CMB.A,1.0,0.79,0.985,0.4,1.0
10_1CMX.A,0.0,0.01,0.002,0.0,1.0
11_1CMX.A,0.0,0.0,0.002,0.0,1.0
12_1CMX.A,0.0,0.0,0.082,0.0,1.0
13_1CMX.A,0.344,0.06,0.116,0.1,1.0
15_1CMX.A,0.208,0.88,0.296,0.0,1.0
35_1CMX.A,0.676,0.08,0.709,0.3,1.0
37_1CMX.A,0.76,0.04,0.959,0.6,1.0
44_1CMX.A,0.728,0.05,0.722,0.3,1.0
84_1CMX.A,0.0,0.0,0.012,0.0,1.0
88_1CMX.A,0.0,0.0,0.004,0.0,1.0
90_1CMX.A,0.0,0.0,0.001,0.0,1.0
149_1CMX.A,0.0,0.0,0.003,0.0,1.0
150_1CMX.A,0.0,0.01,0.009,0.0,1.0
151_1CMX.A,0.0,0.01,0.025,0.0,1.0
153_1CMX.A,0.0,0.01,0.52,0.0,1.0
154_1CMX.A,0.0,0.01,0.077,0.0,1.0
157_1CMX.A,0.0,0.01,0.006,0.0,1.0
163_1CMX.A,0.0,0.01,0.009,0.0,1.0
165_1CMX.A,0.514,0.36,0.014,0.4,1.0
167_1CMX.A,0.0,0.0,0.002,0.0,1.0
219_1CMX.A,0.0,0.01,0.1,0.0,1.0
224_1CMX.A,0.76,0.23,0.247,0.3,1.0
92_1CNZ.A,0.0,0.73,0.125,0.0,1.0
119_1CNZ.A,0.458,0.09,0.22,0.0,1.0
120_1CNZ.A,0.194,0.78,0.313,0.5,1.0
121_1CNZ.A,0.0,0.0,0.204,0.0,1.0
122_1CNZ.A,0.0,0.95,0.494,1.0,1.0
123_1CNZ.A,0.426,0.8,0.353,0.3,1.0
124_1CNZ.A,0.426,0.98,0.334,0.0,1.0
145_1CNZ.A,0.704,0.88,0.195,0.3,1.0
150_1CNZ.A,0.0,0.69,0.21,0.9,1.0
151_1CNZ.A,0.0,0.78,0.112,0.3,1.0
152_1CNZ.A,0.0,0.92,0.286,0.0,1.0
156_1CNZ.A,0.628,0.89,0.311,0.3,1.0
157_1CNZ.A,0.757,0.58,0.857,1.0,1.0
158_1CNZ.A,0.535,0.88,1.0,0.3,1.0
159_1CNZ.A,0.704,0.9,0.508,0.5,1.0
160_1CNZ.A,0.628,0.46,0.833,0.4,1.0
161_1CNZ.A,0.458,0.64,0.523,0.0,1.0
162_1CNZ.A,1.0,0.99,0.652,0.5,1.0
163_1CNZ.A,0.704,0.95,0.526,0.1,1.0
165_1CNZ.A,1.0,0.96,0.302,0.1,1.0
166_1CNZ.A,0.704,0.93,0.296,0.3,1.0
167_1CNZ.A,0.676,0.0,0.184,0.0,1.0
168_1CNZ.A,0.426,0.97,0.457,0.3,1.0
169_1CNZ.A,0.458,0.95,0.356,0.7,1.0
170_1CNZ.A,0.458,0.86,0.433,0.8,1.0
195_1CNZ.A,0.929,0.86,0.401,0.6,1.0
198_1CNZ.A,0.704,0.98,0.692,0.0,1.0
199_1CNZ.A,0.929,0.91,0.466,0.3,1.0
200_1CNZ.A,1.0,0.94,0.557,0.8,1.0
201_1CNZ.A,0.535,0.98,0.193,1.0,1.0
204_1CNZ.A,0.704,0.93,0.191,0.5,1.0
207_1CNZ.A,0.426,0.88,0.171,0.6,1.0
227_1CNZ.A,0.704,0.94,0.471,0.4,1.0
230_1CNZ.A,0.757,0.91,0.366,0.8,1.0
231_1CNZ.A,0.704,0.95,0.436,0.2,1.0
234_1CNZ.A,0.757,0.93,0.424,0.5,1.0
235_1CNZ.A,0.676,0.97,0.231,0.5,1.0
251_1CNZ.A,0.0,0.94,0.258,0.0,1.0
252_1CNZ.A,0.0,0.8,0.399,1.0,1.0
255_1CNZ.A,0.0,0.95,0.284,1.0,1.0
256_1CNZ.A,0.426,0.0,0.288,0.4,1.0
259_1CNZ.A,0.426,0.94,0.534,0.3,1.0
264_1CNZ.A,0.0,0.41,0.234,0.0,1.0
15_1COZ.A,0.227,0.93,1.0,0.9,1.0
49_1COZ.A,1.0,0.98,0.749,0.6,1.0
54_1COZ.A,0.612,0.9,0.444,0.3,1.0
60_1COZ.A,0.225,0.39,0.087,0.4,1.0
61_1COZ.A,0.335,0.96,0.472,0.3,1.0
62_1COZ.A,0.08,0.97,0.451,0.4,1.0
63_1COZ.A,0.08,0.35,0.618,0.1,1.0
65_1COZ.A,0.335,0.0,0.046,0.0,1.0
123_1COZ.A,0.072,0.96,0.259,0.7,1.0
125_1COZ.A,0.028,0.69,0.518,0.1,1.0
40_1CP2.A,0.0,0.24,0.319,0.0,1.0
90_1CP2.A,0.173,0.8,0.237,0.5,1.0
91_1CP2.A,0.289,0.91,0.542,0.7,1.0
92_1CP2.A,0.173,0.97,0.47,0.8,1.0
93_1CP2.A,0.081,0.82,0.499,0.7,1.0
94_1CP2.A,0.032,0.95,0.54,0.3,1.0
128_1CP2.A,0.0,0.89,0.657,0.9,1.0
129_1CP2.A,0.0,0.86,0.774,0.1,1.0
130_1CP2.A,0.0,0.77,0.607,0.0,1.0
131_1CP2.A,0.0,0.0,0.436,0.0,1.0
153_1CP2.A,0.285,0.98,0.928,0.1,1.0
163_1CP2.A,0.0,0.66,0.521,0.8,1.0
168_1CP2.A,0.0,0.14,0.434,0.0,1.0
22_1CQI.A,0.186,0.92,0.994,0.6,1.0
98_1CQI.A,0.0,0.84,0.221,1.0,1.0
100_1CQI.A,0.0,0.97,0.264,1.0,1.0
101_1CQI.A,0.0,0.88,0.133,0.2,1.0
103_1CQI.A,0.0,0.99,0.234,1.0,1.0
153_1CQI.A,0.173,0.0,0.172,0.3,1.0
155_1CQI.A,0.0,0.98,0.61,1.0,1.0
156_1CQI.A,0.0,0.97,0.173,1.0,1.0
159_1CQI.A,0.173,0.95,0.327,0.9,1.0
181_1CQI.A,0.0,0.97,0.056,0.0,1.0
210_1CQI.A,0.0,0.0,0.016,0.0,1.0
211_1CQI.A,0.0,0.95,0.034,0.0,1.0
235_1CQI.A,0.255,0.71,0.105,0.4,1.0
236_1CQI.A,0.173,0.98,0.075,0.1,1.0
237_1CQI.A,0.173,0.84,0.191,0.2,1.0
242_1CQI.A,0.612,0.86,0.164,0.5,1.0
248_1CQI.A,0.0,0.0,0.025,0.333,1.0
275_1CQI.A,0.0,0.02,0.077,0.3,1.0
35_1CSE.I,0.287,0.56,0.912,0.9,1.0
40_1CSE.I,0.0,0.08,0.235,0.0,1.0
42_1CSE.I,0.274,0.98,0.472,0.2,1.0
43_1CSE.I,0.287,0.37,0.44,0.3,1.0
44_1CSE.I,0.255,0.98,0.405,0.1,1.0
45_1CSE.I,0.427,0.89,0.361,0.6,1.0
46_1CSE.I,0.636,0.97,0.364,0.4,1.0
47_1CSE.I,0.636,0.96,0.682,0.2,1.0
48_1CSE.I,0.693,0.72,0.67,0.5,1.0
53_1CSE.I,0.406,0.9,0.451,0.9,1.0
17_1CVS.A,0.0,0.92,0.428,0.9,1.0
21_1CVS.A,0.088,0.66,0.21,0.2,1.0
24_1CVS.A,0.313,0.8,1.0,0.4,1.0
44_1CVS.A,0.088,0.97,0.68,0.5,1.0
55_1CVS.A,0.0,0.0,0.095,0.0,1.0
56_1CVS.A,0.0,0.94,0.212,0.0,1.0
57_1CVS.A,0.0,0.93,0.182,0.2,1.0
58_1CVS.A,0.0,0.89,0.147,0.0,1.0
59_1CVS.A,0.0,0.72,0.225,0.0,1.0
60_1CVS.A,0.0,0.7,0.341,1.0,1.0
96_1CVS.A,0.571,0.73,0.189,0.4,1.0
98_1CVS.A,0.958,0.98,0.337,1.0,1.0
102_1CVS.A,0.855,0.99,0.714,0.6,1.0
103_1CVS.A,1.0,0.98,0.918,0.9,1.0
104_1CVS.A,0.371,0.0,0.157,0.0,1.0
140_1CVS.A,0.147,0.97,0.899,0.1,1.0
142_1CVS.A,0.088,0.98,0.886,0.2,1.0
11_1D09.A,0.0,0.0,0.032,0.0,1.0
87_1D09.A,0.0,0.86,0.094,0.2,1.0
88_1D09.A,0.086,0.35,0.04,0.0,1.0
89_1D09.A,0.04,0.31,0.087,0.1,1.0
107_1D09.A,0.0,0.11,0.042,0.0,1.0
108_1D09.A,0.0,0.94,0.096,0.1,1.0
109_1D09.A,0.0,0.38,0.114,0.0,1.0
110_1D09.A,0.0,0.19,0.073,0.0,1.0
114_1D09.A,0.0,0.13,0.096,0.0,1.0
117_1D09.A,0.0,0.16,0.203,0.0,1.0
132_1D09.A,0.0,0.14,0.064,0.0,1.0
196_1D09.A,0.218,0.03,0.258,0.2,1.0
197_1D09.A,0.466,0.09,0.121,0.0,1.0
200_1D09.A,0.527,0.04,0.22,0.4,1.0
204_1D09.A,0.282,0.04,0.136,0.0,1.0
2_1DCE.A,0.426,0.07,0.209,0.5,1.0
3_1DCE.A,0.285,0.06,0.397,0.0,1.0
4_1DCE.A,0.134,0.07,0.477,0.0,1.0
5_1DCE.A,0.201,0.19,0.453,0.1,1.0
6_1DCE.A,0.285,0.15,0.067,0.1,1.0
22_1DCE.A,0.0,0.05,0.022,0.0,1.0
28_1DCE.A,0.0,0.19,0.078,0.0,1.0
39_1DCE.A,0.0,0.01,0.048,0.0,1.0
59_1DCE.A,0.0,0.07,0.057,0.0,1.0
61_1DCE.A,0.289,0.02,0.01,0.2,1.0
62_1DCE.A,0.173,0.02,0.003,0.0,1.0
64_1DCE.A,0.0,0.04,0.004,0.0,1.0
67_1DCE.A,0.0,0.02,0.004,0.0,1.0
70_1DCE.A,0.0,0.0,0.012,0.0,1.0
74_1DCE.A,0.0,0.01,0.049,0.0,1.0
107_1DCE.A,0.628,0.28,0.002,0.1,1.0
111_1DCE.A,0.289,0.39,0.029,0.5,1.0
141_1DCE.A,0.064,0.24,0.116,0.2,1.0
143_1DCE.A,0.255,0.08,0.002,0.1,1.0
147_1DCE.A,0.289,0.05,0.01,0.0,1.0
150_1DCE.A,0.38,0.06,0.038,0.0,1.0
178_1DCE.A,1.0,0.2,0.004,0.0,1.0
179_1DCE.A,0.285,0.0,0.0,0.0,1.0
182_1DCE.A,0.377,0.96,0.006,0.8,1.0
185_1DCE.A,0.426,0.81,0.03,0.1,1.0
226_1DCE.A,0.427,0.09,0.035,0.0,1.0
230_1DCE.A,0.177,0.08,0.003,0.0,1.0
233_1DCE.A,0.477,0.05,0.001,0.1,1.0
234_1DCE.A,0.289,0.1,0.025,0.1,1.0
270_1DCE.A,0.0,0.14,0.535,0.2,1.0
295_1DCE.A,0.0,0.04,0.075,0.0,1.0
296_1DCE.A,0.0,0.01,0.008,0.0,1.0
382_1DCE.A,0.0,0.02,0.004,0.0,1.0
417_1DCE.A,0.0,0.4,0.012,0.0,1.0
418_1DCE.A,0.0,0.91,0.005,0.1,1.0
420_1DCE.A,0.0,0.14,0.005,0.0,1.0
421_1DCE.A,0.0,0.9,0.003,0.0,1.0
424_1DCE.A,0.0,0.08,0.001,0.0,1.0
428_1DCE.A,0.0,0.04,0.0,0.0,1.0
1_1DE4.E,0.0,0.03,0.244,0.0,1.0
3_1DE4.E,0.0,0.0,0.139,0.0,1.0
8_1DE4.E,0.073,0.01,0.255,0.0,1.0
10_1DE4.E,0.667,0.01,0.36,0.0,1.0
11_1DE4.E,0.364,0.0,0.175,0.0,1.0
12_1DE4.E,0.364,0.03,0.335,0.1,1.0
13_1DE4.E,0.265,0.02,0.209,0.0,1.0
14_1DE4.E,0.412,0.12,0.127,0.1,1.0
24_1DE4.E,0.285,0.0,0.185,0.0,1.0
31_1DE4.E,0.167,0.09,0.52,0.2,1.0
53_1DE4.E,0.202,0.86,0.467,0.6,1.0
54_1DE4.E,0.364,0.56,0.529,0.2,1.0
55_1DE4.E,0.569,0.48,0.682,0.3,1.0
56_1DE4.E,1.0,0.57,1.0,0.9,1.0
59_1DE4.E,0.591,0.19,0.194,0.1,1.0
60_1DE4.E,0.667,0.28,0.892,0.7,1.0
62_1DE4.E,0.929,0.41,0.699,0.7,1.0
65_1DE4.E,0.075,0.26,0.3,0.4,1.0
67_1DE4.E,0.237,0.24,0.21,0.0,1.0
98_1DE4.E,0.275,0.1,0.092,0.0,1.0
99_1DE4.E,0.377,0.18,0.194,0.7,1.0
18_3HHR.A,0.0,0.97,0.418,1.0,1.0
22_3HHR.A,0.114,0.98,0.498,0.3,1.0
25_3HHR.A,0.114,0.83,0.478,0.7,1.0
41_3HHR.A,1.0,0.0,0.315,0.0,1.0
42_3HHR.A,0.281,0.73,0.414,0.2,1.0
45_3HHR.A,0.399,0.42,0.346,0.4,1.0
46_3HHR.A,0.527,0.95,0.275,0.2,1.0
61_3HHR.A,0.0,0.0,0.042,0.0,1.0
62_3HHR.A,0.0,0.77,0.218,0.0,1.0
64_3HHR.A,0.0,0.98,0.204,0.0,1.0
67_3HHR.A,0.0,0.0,0.036,0.0,1.0
167_3HHR.A,0.0,0.94,0.303,0.0,1.0
168_3HHR.A,0.0,0.59,0.227,0.0,1.0
171_3HHR.A,0.0,0.95,0.285,1.0,1.0
174_3HHR.A,0.0,0.97,0.202,1.0,1.0
175_3HHR.A,0.0,0.98,0.147,0.0,1.0
178_3HHR.A,0.0,0.9,0.198,0.0,1.0
179_3HHR.A,0.0,0.43,0.043,0.3,1.0
182_3HHR.A,0.242,0.95,0.046,0.2,1.0
189_3HHR.A,0.114,0.98,0.131,0.1,1.0
190_3HHR.A,0.0,0.78,0.09,0.0,1.0
30_3HI6.X,0.029,0.94,0.095,0.4,1.0
31_3HI6.X,0.201,0.95,0.403,0.2,1.0
52_3HI6.X,0.352,0.98,0.876,0.3,1.0
100_3HI6.X,0.534,0.98,0.256,0.8,1.0
101_3HI6.X,0.534,0.85,0.615,0.6,1.0
103_3HI6.X,1.0,0.94,1.0,0.0,1.0
104_3HI6.X,0.356,0.98,0.492,0.9,1.0
106_3HI6.X,0.0,0.0,0.033,0.0,1.0
531_3HI6.X,0.062,0.83,0.221,0.0,1.0
532_3HI6.X,0.248,0.23,0.745,0.4,1.0
534_3HI6.X,0.0,0.0,0.031,0.0,1.0
550_3HI6.X,0.136,0.65,0.152,0.0,1.0
553_3HI6.X,0.0,0.58,0.085,0.0,1.0
591_3HI6.X,0.248,0.0,0.193,0.0,1.0
592_3HI6.X,0.248,0.07,0.614,0.1,1.0
30_3HMX.L,0.215,0.02,0.602,0.2,1.0
32_3HMX.L,0.355,0.13,1.0,0.1,1.0
49_3HMX.L,0.304,0.16,0.317,0.1,1.0
91_3HMX.L,0.0,0.0,0.488,0.0,1.0
94_3HMX.L,0.698,0.68,0.847,0.5,1.0
527_3HMX.L,0.039,0.0,0.111,0.0,1.0
528_3HMX.L,0.1,0.01,0.189,0.0,1.0
531_3HMX.L,0.468,0.23,0.405,0.2,1.0
532_3HMX.L,0.468,0.96,0.34,0.4,1.0
533_3HMX.L,1.0,0.73,0.617,0.7,1.0
559_3HMX.L,0.1,0.42,0.688,0.0,1.0
598_3HMX.L,0.215,0.0,0.129,0.5,1.0
599_3HMX.L,0.616,0.36,0.759,0.7,1.0
600_3HMX.L,0.466,0.21,0.511,0.0,1.0
601_3HMX.L,0.317,0.65,0.604,0.0,1.0
602_3HMX.L,0.355,0.67,0.931,0.8,1.0
32_3L5W.L,0.111,0.99,0.676,0.8,1.0
91_3L5W.L,0.0,0.0,0.265,1.0,1.0
532_3L5W.L,0.76,0.82,0.896,1.0,1.0
554_3L5W.L,0.185,0.0,0.264,0.0,1.0
555_3L5W.L,0.084,0.85,0.559,0.3,1.0
556_3L5W.L,0.059,0.77,0.417,0.4,1.0
560_3L5W.L,0.024,0.26,0.333,0.1,1.0
603_3L5W.L,0.329,0.88,0.916,1.0,1.0
604_3L5W.L,0.76,0.98,1.0,0.9,1.0
605_3L5W.L,0.433,0.0,0.553,0.6,1.0
30_3MXW.L,1.0,0.89,0.496,0.1,1.0
31_3MXW.L,0.829,0.83,0.482,0.7,1.0
32_3MXW.L,0.455,0.49,0.378,0.3,1.0
49_3MXW.L,0.468,0.99,0.782,0.5,1.0
50_3MXW.L,0.76,0.99,0.842,0.5,1.0
56_3MXW.L,0.0,0.63,0.272,0.0,1.0
91_3MXW.L,0.531,0.0,0.726,0.1,1.0
92_3MXW.L,0.76,0.9,0.481,0.4,1.0
531_3MXW.L,0.128,0.46,0.118,0.0,1.0
532_3MXW.L,0.215,0.3,0.124,0.0,1.0
554_3MXW.L,0.06,0.41,0.099,0.0,1.0
597_3MXW.L,0.448,0.32,0.279,0.1,1.0
598_3MXW.L,0.304,0.68,0.857,1.0,1.0
600_3MXW.L,0.282,0.29,0.704,0.6,1.0
411_3R9A.B,0.0,0.09,0.0,0.0,1.0
415_3R9A.B,0.0,0.01,0.001,0.0,1.0
417_3R9A.B,0.0,0.01,0.012,0.0,1.0
526_3R9A.B,0.0,0.0,0.0,0.004,1.0
527_3R9A.B,0.0,0.01,0.0,0.0,1.0
533_3R9A.B,0.0,0.0,0.0,0.01,1.0
534_3R9A.B,0.0,0.01,0.003,0.0,1.0
557_3R9A.B,0.0,0.0,0.0,0.004,1.0
561_3R9A.B,0.0,0.15,0.0,1.0,1.0
567_3R9A.B,0.86,0.16,0.0,0.6,1.0
568_3R9A.B,0.893,0.03,0.001,0.7,1.0
570_3R9A.B,0.925,0.03,0.034,0.2,1.0
572_3R9A.B,0.627,0.03,0.04,0.3,1.0
608_3R9A.B,0.456,0.29,0.005,0.3,1.0
609_3R9A.B,1.0,0.88,0.0,0.9,1.0
612_3R9A.B,0.081,0.27,0.029,0.0,1.0
613_3R9A.B,0.308,0.19,0.048,0.2,1.0
30_3RVW.C,0.112,0.97,0.57,0.8,1.0
32_3RVW.C,0.084,0.0,0.506,0.1,1.0
50_3RVW.C,0.126,0.0,0.35,0.0,1.0
53_3RVW.C,0.0,0.97,0.194,0.0,1.0
92_3RVW.C,0.166,0.0,0.417,0.0,1.0
530_3RVW.C,0.009,0.32,0.147,0.0,1.0
531_3RVW.C,0.009,0.99,0.246,0.0,1.0
554_3RVW.C,0.052,0.59,0.609,0.1,1.0
602_3RVW.C,0.181,0.91,1.0,0.9,1.0
603_3RVW.C,1.0,0.64,0.855,0.4,1.0
604_3RVW.C,0.181,0.64,0.93,0.7,1.0
605_3RVW.C,0.494,0.23,0.538,0.0,1.0
607_3RVW.C,0.649,0.97,0.251,0.3,1.0
44_3S9D.B,0.0,0.0,0.059,0.0,1.0
45_3S9D.B,0.46,0.0,0.06,0.0,1.0
46_3S9D.B,0.605,0.99,0.261,0.8,1.0
47_3S9D.B,0.651,0.91,0.126,0.3,1.0
48_3S9D.B,0.0,0.84,0.094,0.3,1.0
50_3S9D.B,0.0,0.81,0.074,0.0,1.0
76_3S9D.B,0.0,0.99,0.118,0.0,1.0
77_3S9D.B,0.0,0.58,0.066,0.0,1.0
98_3S9D.B,0.605,0.11,0.259,0.2,1.0
102_3S9D.B,0.961,0.56,0.076,0.2,1.0
103_3S9D.B,0.76,0.22,0.199,0.0,1.0
187_3S9D.B,0.605,0.02,0.064,0.3,1.0
30_3SZK.E,0.141,0.34,0.247,0.2,1.0
33_3SZK.E,0.193,0.55,0.409,0.0,1.0
34_3SZK.E,0.185,0.94,0.789,0.6,1.0
35_3SZK.E,0.245,0.67,0.866,0.7,1.0
108_3SZK.E,0.0,0.37,0.343,0.7,1.0
115_3SZK.E,0.0,0.46,0.13,0.0,1.0
116_3SZK.E,0.0,0.36,0.202,0.0,1.0
119_3SZK.E,0.0,0.21,0.103,0.0,1.0
